artículos_ordenados,cantidad,precio_de_venta,artículo_subtotal,id_de_pedido,service_fee
Monchi Meal (Para 2),1,23.8,23.8,6C0CC,0.0
Kahuna Burger,1,8.1,8.1,6C0CC,0.0
Nachos anaya,1,11.3,11.3,768671827,0.0
Rabiosa,1,13.2,13.2,768671827,0.0
Salsa Tepuy,1,1.0,1.0,768671827,0.0
Salsa X,1,1.0,1.0,768671827,0.0
Mimosa,1,13.3,13.3,768671827,0.0
Ned Kelly,1,10.9,10.9,768662430,0.0
Coca-Cola Sabor Original lata 330ml.,2,1.9,3.8,BGJKRF7X,0.0
Chicken tenders,1,7.7,7.7,BGJKRF7X,0.0
Arepa la pelúa,2,8.5,17.0,BGJKRF7X,0.0
Arepa isleña,1,9.4,9.4,BGJKRF7X,0.0
Arepa la rumbera remix,1,7.7,7.7,BGJKRF7X,0.0
Alitas Kentucky (10 und),1,14.9,14.9,BGJKRF7X,0.0
Ned Kelly,2,10.9,21.8,768703134,0.0
Salsa X,2,1.5,3.0,768703134,0.0
Sweet Home Sanvi,3,12.3,36.9,768703134,0.0
Boniato frito grande,1,6.9,6.9,768703134,0.0
Zima Blue,1,11.7,11.7,768703134,0.0
Patatas fritas L,2,4.5,9.0,768703134,0.0
Burger Perla Negra,2,13.9,27.8,420AB,0.0
Sweet Home Madrid,2,12.7,25.4,89D72,0.0
Patatas fritas Pequeñas,3,2.5,7.5,89D72,0.0
Oklahoma Umbrella,2,7.5,15.0,89D72,0.0
Hamburguesa tropi chicken,1,12.9,12.9,B91HRL1A,0.0
Hamburguesa La Muergana,1,14.5,14.5,B91HRL1A,0.0
Nachos Anaya,1,12.2,12.2,B91HRL1A,0.0
Patatas fritas Grandes,1,4.5,4.5,5254A,0.0
Patatas fritas Pequeñas,1,2.5,2.5,5254A,0.0
Alitas,1,7.2,7.2,5254A,0.0
Sweet Home Alicante,3,12.3,36.9,5254A,0.0
Kahuna Burger,1,8.1,8.1,5254A,0.0
Ned Kelly,1,10.9,10.9,5254A,0.0
Burger La Uno Basic,1,12.6,12.6,AJWRX1G7,0.0
Burger La Riki,1,10.9,10.9,AJWRX1G7,0.0
Burger La Zar Basic,1,12.9,12.9,AJWRX1G7,0.0
Slim Combo (Para 1),2,11.9,23.8,MEZQG8HA,0.0
Boniato frito pequeño,1,3.5,3.5,CEEDD,0.0
Sweet Home Alicante,1,12.3,12.3,CEEDD,0.0
Patatas fritas Grandes,1,4.5,4.5,CEEDD,0.0
Charles Wells,2,8.3,16.6,CEEDD,0.0
Sweet Home Alicante,2,12.3,24.6,1F70A,0.0
Patatas fritas Grandes,1,4.5,4.5,1F70A,0.0
Zima Blue,1,11.7,11.7,1F70A,0.0
Patatas fritas Pequeñas,1,2.5,2.5,BRRYYUNW,0.0
Ned Kelly,1,10.9,10.9,BRRYYUNW,0.0
Tequeños,2,9.9,19.8,A6BPV3DL,0.0
LA UNO,2,14.6,29.2,A6BPV3DL,0.0
LA UNO,2,14.6,29.2,AATDQ11L,0.0
Tequeños,2,9.9,19.8,AATDQ11L,0.0
LA UNO,2,14.6,29.2,AG1F4KNL,0.0
Patatas Fritas bacon,1,7.7,7.7,AG1F4KNL,0.0
Salsa Spicy,1,1.5,1.5,B8LYD1XB,0.0
El Pelirrojo Jimmy,1,10.7,10.7,B8LYD1XB,0.0
Patatas fritas Pequeñas,1,2.5,2.5,B8LYD1XB,0.0
Combo Para Compartir,1,30.6,30.6,AE11JXBX,0.0
Combo Para Ti,1,15.3,15.3,AE11JXBX,0.0
Chicken Tenders,1,7.6,7.6,768713296,0.0
Patatas fritas L,1,4.5,4.5,768713296,0.0
Sweet Home Alicante,2,12.3,12.3,768713296,0.0
Cerveza Estrella Galicia 33CL,1,1.9,1.9,768716116,0.0
Patatas fritas S,1,2.5,2.5,768716116,0.0
Tequeños,1,6.4,6.4,768716116,0.0
Sweet Home Alicante,1,12.3,12.3,768716116,0.0
Patatas fritas Pequeñas,4,2.5,10.0,4815B,0.0
Padro,3,9.8,29.4,4815B,0.0
La Muergana,1,14.5,14.5,72D1C,0.0
Burger Perla Negra,2,13.9,27.8,0CD4E,0.0
Boniato Frito,1,3.9,3.9,0CD4E,0.0
Perla Negra,1,14.3,14.3,AXV41KHT,0.0
Monchi Meal Combo (Para 2),1,23.8,23.8,FC61C,0.0
La Muergana,1,14.5,14.5,A2VDHFLT,0.0
LA UNO,2,14.6,29.2,AULQH9BZ,0.0
Slim Combo (Para 1),2,11.9,23.8,MZSEXEAD,0.0
Combo Duo (Para 2),2,26.8,53.6,ACWZ6KZE,0.0
Chicken Tenders (7 Uds.),1,7.9,7.9,CA28A,0.0
Burger Perla Negra,2,13.9,27.8,CA28A,0.0
Patatas fritas Pequeñas,3,2.5,7.5,6A108,0.0
Ned Kelly,2,10.9,21.8,6A108,0.0
Kahuna Burger,1,8.1,8.1,6A108,0.0
Sweet Home Sanvi,3,12.3,36.9,02B19,0.0
Patatas fritas Pequeñas,1,2.5,2.5,02B19,0.0
Patatas fritas Grandes,2,4.5,9.0,02B19,0.0
Kahuna Burger,2,8.1,16.2,BXGMDHW2,0.0
Kahuna Burger,3,8.1,8.1,768720622,0.0
Patatas fritas L,1,4.5,4.5,768720622,0.0
Salsa Spicy,2,1.5,3.0,768720622,0.0
Salsa X,1,1.5,1.5,768720622,0.0
Kahuna Burger,2,8.1,16.2,BMYV53QD,0.0
Crew Combo (Para 4),1,47.6,47.6,DDC3C,0.0
Vegan Lisa Marie,1,10.9,10.9,DDC3C,0.0
LA UNO,2,14.6,29.2,A1UVVRAK,0.0
Burger Perla Negra,2,13.9,27.8,A9A35,0.0
Slim Combo (Para 1),2,11.9,23.8,MSJ7RAAR,0.0
Patatas Fritas,1,2.9,2.9,8C5E9,0.0
Burger Perla Negra,2,13.9,27.8,8C5E9,0.0
Rabiosa,1,14.2,14.2,BCQTVHZG,0.0
Hamburguesa Perla Negra,1,14.3,14.3,BCQTVHZG,0.0
Tequeños,1,9.9,9.9,BCQTVHZG,0.0
Hamburguesa La Muergana,1,14.5,14.5,BCQTVHZG,0.0
Arepa sifrina,1,7.7,7.7,BCQTVHZG,0.0
Slim Combo (Para 1),2,11.9,23.8,MGBYQACR,0.0
Perla Negra,2,14.3,28.6,137E1,0.0
Monchi Meal (Para 2),1,23.8,23.8,78ADC,0.0
Burger Perla Negra,2,13.9,27.8,26C0D,0.0
Burger Perla Negra,2,12.5,25.0,71B64,0.0
Patatas Fritas,1,2.9,2.9,97D2A,0.0
Tequeños (4 Uds.),1,6.5,6.5,97D2A,0.0
Burger Perla Negra,2,13.9,27.8,97D2A,0.0
Tequeños,2,9.9,19.8,ABJPRDSJ,0.0
Boniato Frito,2,3.9,7.8,A1E50,0.0
Burger Perla Negra,2,13.9,27.8,A1E50,0.0
Burger Cheesebacon,1,10.9,10.9,37D6F,0.0
Burger La Uno Basic,1,12.6,12.6,37D6F,0.0
Patatas Fritas,1,2.9,2.9,91B29,0.0
Burger Perla Negra,2,13.9,27.8,91B29,0.0
Charles Wells,1,8.3,8.3,768735233,0.0
Patatas fritas S,1,2.5,2.5,768735233,0.0
Patatas fritas Grandes,2,4.5,9.0,MQJGL66U,0.0
Slim Combo (Para 1),2,11.9,23.8,MQJGL66U,0.0
Alitas,2,7.2,14.4,MQJGL66U,0.0
Sweet Home Madrid,2,12.7,25.4,MQJGL66U,0.0
Kahuna Burger,3,8.5,25.5,89372,0.0
Patatas fritas Grandes,1,4.5,4.5,89372,0.0
Patatas fritas Pequeñas,1,2.5,2.5,89372,0.0
Tequeños,1,6.4,6.4,768735259,0.0
Ned Kelly,2,10.9,21.8,768735259,0.0
Patatas fritas L,1,4.5,4.5,768735259,0.0
Monchi Meal (Para 2),1,23.8,23.8,DA24A,0.0
Slim Combo (para 1),1,11.9,11.9,2A057,0.0
Ned Kelly,1,10.9,10.9,407A9,0.0
Patatas fritas Pequeñas,1,2.5,2.5,407A9,0.0
Sweet Home Alicante,2,12.3,12.3,768731890,0.0
Patatas fritas L,1,4.5,4.5,768731890,0.0
Kahuna Burger,1,8.1,8.1,768738702,0.0
Patatas fritas S,1,2.5,2.5,768738702,0.0
Ned Kelly,1,10.9,10.9,768738702,0.0
Monchi Meal (Para 2),1,23.8,23.8,EB7AD,0.0
Tequeños,1,9.9,9.9,BVVCTAMV,0.0
Hamburguesa Perla Negra,2,14.3,28.6,BVVCTAMV,0.0
Patatas fritas Pequeñas,2,2.5,5.0,CC17E,0.0
Aquarius Limón lata 330ml.,1,1.9,1.9,CC17E,0.0
Kahuna Burger,2,8.1,16.2,CC17E,0.0
Patatas fritas Grandes,1,4.5,4.5,CC17E,0.0
Patatas fritas Grandes,2,4.5,9.0,35F14,0.0
Charles Wells,1,8.3,8.3,35F14,0.0
Ned Kelly,1,10.9,10.9,35F14,0.0
Sweet Home Alicante,2,12.3,24.6,35F14,0.0
El Pelirrojo Jimmy,1,10.7,10.7,35F14,0.0
Perla Negra,2,14.3,28.6,7D50F,0.0
Sweet Home Madrid,1,12.7,12.7,4F7CC,0.0
Kahuna Burger,1,8.5,8.5,4F7CC,0.0
Patatas fritas Grandes,1,4.5,4.5,4F7CC,0.0
Patatas fritas Pequeñas,1,2.5,2.5,4F7CC,0.0
Burger Perla Negra,2,13.9,27.8,F514D,0.0
Nestea Té Negro Limón lata 330ml.,2,1.9,3.8,13E8A,0.0
Padro,1,9.8,9.8,13E8A,0.0
Coca-Cola Sabor Original lata 330ml.,1,1.9,1.9,13E8A,0.0
Zima Blue,3,11.7,35.1,13E8A,0.0
Patatas fritas S,1,2.5,2.5,768743229,0.0
Kahuna Burger,1,8.1,8.1,768743229,0.0
El Pelirrojo Jimmy,1,10.7,10.7,BJQSYP9Z,0.0
Combo Ego (para 1),1,13.4,13.4,87459,0.0
Patatas fritas Grandes,1,4.5,4.5,67AAF,0.0
Zima Blue,1,12.2,12.2,67AAF,0.0
Sweet Home Madrid,1,12.7,12.7,67AAF,0.0
Alitas,1,7.2,7.2,67AAF,0.0
Charles Wells,1,8.3,8.3,2C6AF,0.0
Alitas,1,7.2,7.2,2C6AF,0.0
Sweet Home Alicante,1,12.3,12.3,2C6AF,0.0
Patatas fritas Pequeñas,1,2.5,2.5,2C6AF,0.0
Coca-Cola Zero Azúcar lata 330ml.,1,1.9,1.9,B95AD,0.0
Patatas fritas Grandes,1,4.5,4.5,B95AD,0.0
El Pelirrojo Jimmy,1,10.7,10.7,B95AD,0.0
El Honesto Mike,1,12.3,12.3,B95AD,0.0
Slim Combo (Para 1),1,11.9,11.9,768746413,0.0
LA UNO,2,14.6,29.2,ACHABEG3,0.0
Sweet Home Sanvi,1,12.3,12.3,E239D,0.0
Patatas fritas Grandes,1,4.5,4.5,E239D,0.0
Oklahoma Umbrella,1,7.5,7.5,E239D,0.0
Perla Negra,2,14.3,28.6,23A28,0.0
Sweet Home Sanvi,1,12.3,12.3,1A53D,0.0
Padro,1,9.8,9.8,MCH61GZK,0.0
Zima Blue,1,12.2,12.2,AC510,0.0
Charles Wells,1,8.7,8.7,AC510,0.0
Boniato frito pequeño,1,3.5,3.5,AC510,0.0
Salsa X,1,1.5,1.5,AC510,0.0
Tarta Marquesa de Nutella,1,4.2,4.2,AC510,0.0
Patatas fritas Grandes,1,4.5,4.5,AC510,0.0
Ned Kelly,1,11.4,11.4,AC510,0.0
Perla Negra,2,14.3,28.6,56AB7,0.0
Slim Combo (Para 1),1,11.9,11.9,B4LVM6PW,0.0
Ned Kelly,1,11.4,11.4,MXVKSQRM,0.0
Sweet Home Madrid,1,12.7,12.7,MXVKSQRM,0.0
Patatas fritas Grandes,1,4.5,4.5,MXVKSQRM,0.0
RABIOSA,1,14.2,14.2,AYNJTKG3,0.0
Beety Miranda,1,12.7,12.7,AYNJTKG3,0.0
Kahuna Burger,1,8.1,8.1,D5B86,0.0
Patatas fritas Grandes,1,4.5,4.5,D5B86,0.0
Ned Kelly,1,10.9,10.9,D5B86,0.0
Perla Negra,1,14.3,14.3,ABY2LTZX,0.0
Caprichosa,1,12.9,12.9,ABY2LTZX,0.0
La Muergana,1,14.5,14.5,ABY2LTZX,0.0
Oklahoma Umbrella,1,7.5,7.5,6D048,0.0
Charles Wells,3,8.7,26.1,6D048,0.0
Kahuna Burger,1,8.5,8.5,6D048,0.0
Patatas fritas Pequeñas,1,2.5,2.5,137557425,0.0
Oklahoma Umbrella,3,7.5,22.5,137557425,0.0
Burger La Caprichosa,2,10.9,21.8,AGBFL8HR,0.0
Burger Cheesebacon,1,10.9,10.9,AGBFL8HR,0.0
Sweet Home Alicante,1,12.3,12.3,2DF92,0.0
Patatas fritas Pequeñas,1,2.5,2.5,2DF92,0.0
Charles Wells,1,8.7,8.7,A3B13,0.0
Salsa Mayo Trufa,1,1.5,1.5,A3B13,0.0
Patatas fritas Pequeñas,1,2.5,2.5,A3B13,0.0
Sweet Home Sanvi,1,12.3,12.3,C42D8,0.0
Kahuna Burger,1,8.1,8.1,C42D8,0.0
Tequeños,1,6.4,6.4,C42D8,0.0
Burger Perla Negra,2,12.5,25.0,A4013,0.0
Padro,1,9.8,9.8,BLYUEPNJ,0.0
Sweet Home Benidorm,1,12.3,12.3,BDXMBLHH,0.0
Boniato frito grande,1,6.9,6.9,BDXMBLHH,0.0
El Pelirrojo Jimmy,1,10.7,10.7,BDXMBLHH,0.0
Marquesa de Dulce de leche,1,5.9,5.9,A1LRSQ6H,0.0
Tequeños (4 Uds.),1,5.9,5.9,A1LRSQ6H,0.0
Burger La Caprichosa,1,10.9,10.9,A1LRSQ6H,0.0
Monchi Meal (Para 2),1,23.8,23.8,70997,0.0
Patatas fritas Grandes,1,4.5,4.5,70997,0.0
Patatas fritas Pequeñas,1,2.5,2.5,DA52F,0.0
Ned Kelly,1,10.9,10.9,DA52F,0.0
Monchi Meal Combo (Para 2),1,23.8,23.8,BKS95TDS,0.0
Salsa X,1,1.5,1.5,BKS95TDS,0.0
Ned Kelly,1,10.9,10.9,471F8,0.0
Patatas fritas Grandes,1,4.5,4.5,471F8,0.0
Sweet Home Alicante,1,12.3,12.3,471F8,0.0
Patatas fritas Grandes,1,4.5,4.5,8C751,0.0
Oklahoma Umbrella,1,7.5,7.5,8C751,0.0
Burger La Caprichosa,1,10.9,10.9,ANWK7JTM,0.0
Boniato Frito,2,3.5,7.0,ANWK7JTM,0.0
Burger Perla Negra,3,12.5,37.5,ANWK7JTM,0.0
Padro,1,9.8,9.8,768749681,0.0
Patatas fritas S,1,2.5,2.5,768749681,0.0
Hamburguesa Perla Negra,1,14.3,14.3,BM33918C,0.0
Tequeños,1,9.9,9.9,BM33918C,0.0
Arepa la rumbera remix,1,7.7,7.7,BM33918C,0.0
Kahuna Burger,1,8.1,8.1,007DE,0.0
Patatas fritas Pequeñas,1,2.5,2.5,007DE,0.0
Alitas,1,7.2,7.2,59C71,0.0
Kahuna Burger,1,8.1,8.1,59C71,0.0
Sweet Home Alicante,1,12.3,12.3,59C71,0.0
Zima Blue,1,11.7,11.7,BB1E2ETW,0.0
Sweet Home Benidorm,1,12.3,12.3,BB1E2ETW,0.0
Boniato frito pequeño,1,3.5,3.5,BB1E2ETW,0.0
Tequeños,1,6.4,6.4,BB1E2ETW,0.0
Charles Wells,1,8.3,8.3,3C955,0.0
Ned Kelly,1,10.9,10.9,3C955,0.0
Boniato frito pequeño,1,3.5,3.5,3C955,0.0
Tequeños,1,6.4,6.4,MA6HZJEG,0.0
El Pelirrojo Jimmy,1,11.2,11.2,MA6HZJEG,0.0
Zima Blue,1,12.2,12.2,MA6HZJEG,0.0
Patatas fritas Grandes,2,4.5,9.0,MA6HZJEG,0.0
Burger Perla Negra,2,12.5,25.0,7D697,0.0
Tequeños (4 Uds.),1,5.9,5.9,7D697,0.0
Patatas Fritas,1,2.5,2.5,7D697,0.0
Burger Perla Negra,2,12.5,25.0,7F491,0.0
Charles Wells,2,8.3,16.6,BN9N6MS8,0.0
Patatas fritas Pequeñas,1,2.5,2.5,BN9N6MS8,0.0
Ned Kelly,1,10.9,10.9,768760011,0.0
Patatas fritas S,1,2.5,2.5,768759451,0.0
Kahuna Burger,1,8.1,8.1,768759451,0.0
Slim Combo (Para 1),2,11.9,23.8,MX1L3XYL,0.0
Charles Wells,1,8.3,8.3,768759668,0.0
Patatas fritas L,1,4.5,4.5,768759668,0.0
Burger La Caprichosa,2,10.9,21.8,8FFA3,0.0
Burger Cheesebacon,1,10.9,10.9,8FFA3,0.0
Patatas fritas Grandes,1,4.5,4.5,568A4,0.0
Alitas,1,7.2,7.2,568A4,0.0
Kahuna Burger,2,8.5,17.0,568A4,0.0
Beety Miranda,1,12.7,12.7,AKR8L8NH,0.0
Chicken Tenders,1,7.6,7.6,768760040,0.0
El honesto Mike,1,12.3,12.3,768760040,0.0
Patatas fritas L,1,4.5,4.5,768760040,0.0
Sweet Home Alicante,1,12.3,12.3,768760040,0.0
Alitas,1,7.2,7.2,68B0F,0.0
Patatas fritas Grandes,1,4.5,4.5,68B0F,0.0
Sweet Home Alicante,3,12.3,36.9,68B0F,0.0
Patatas fritas Pequeñas,1,2.5,2.5,68B0F,0.0
Tequeños,1,6.4,6.4,3F541,0.0
Patatas fritas Pequeñas,1,2.5,2.5,3F541,0.0
Padro,2,9.8,19.6,3F541,0.0
Hamburguesa Perla Negra,2,14.3,28.6,56AB9,0.0
Patatas fritas Pequeñas,1,2.5,2.5,137562490,0.0
Oklahoma Umbrella,1,7.5,7.5,137562490,0.0
Slim Combo (Para 1),2,11.9,23.8,M6BPY1XL,0.0
Patatas fritas Pequeñas,1,2.5,2.5,04E44,0.0
Chicken Tenders,1,7.6,7.6,04E44,0.0
Coca-Cola Zero Azúcar lata 330ml.,1,1.9,1.9,04E44,0.0
Boniato frito grande,1,6.9,6.9,04E44,0.0
Sweet Home Alicante,2,12.3,24.6,04E44,0.0
Slim Combo (Para 1),1,11.9,11.9,B9NSNHFZ,0.0
Tequeños,1,9.9,9.9,BEBDA1ZD,0.0
Hamburguesa La Dos,2,15.7,31.4,BEBDA1ZD,0.0
Coca-Cola Sabor Original lata 330ml.,2,1.9,3.8,BEBDA1ZD,0.0
Sweet Home Alicante,2,12.3,24.6,0CF7F,0.0
Patatas fritas Pequeñas,2,2.5,5.0,0CF7F,0.0
Zima Blue,1,11.7,11.7,C055B,0.0
Patatas fritas Grandes,1,4.5,4.5,C055B,0.0
Sweet Home Alicante,1,12.3,12.3,C055B,0.0
Slim Combo (Para 1),2,11.9,23.8,MKLMY35M,0.0
Kahuna Burger,1,8.5,8.5,137563344,0.0
Patatas fritas Pequeñas,1,2.5,2.5,137563344,0.0
Patatas Fritas,2,2.5,5.0,AGWKLJTY,0.0
Burger La Uno Basic,1,12.6,12.6,AGWKLJTY,0.0
Burger Perla Negra,2,12.5,25.0,AGWKLJTY,0.0
Perla Negra,2,14.3,28.6,AB63B,0.0
Perla Negra,2,14.3,28.6,EA6A7,0.0
Patatas fritas Grandes,2,4.5,9.0,MN33HW18,0.0
Sweet Home Madrid,2,12.7,25.4,MN33HW18,0.0
Cheesecake de Oreo,1,4.2,4.2,6861F,0.0
Sweet Home Madrid,1,12.7,12.7,6861F,0.0
Tequeños,1,6.4,6.4,6861F,0.0
Combo Para Compartir,1,30.6,30.6,ARHKUUFV,0.0
Sweet Home Sanvi,1,12.3,12.3,B31E1,0.0
Ned Kelly,1,10.9,10.9,B31E1,0.0
Patatas fritas Grandes,2,4.5,9.0,MJWPVY1Z,0.0
Tequeños,1,6.4,6.4,MJWPVY1Z,0.0
Salsa Sweet-Umbrella,1,1.5,1.5,MJWPVY1Z,0.0
Salsa X,1,1.5,1.5,MJWPVY1Z,0.0
Sweet Home Madrid,2,12.7,25.4,MJWPVY1Z,0.0
Hamburguesa Perla Negra,2,14.3,28.6,1DAB9,0.0
Perla Negra,1,14.3,14.3,AA4J8YMJ,0.0
LA UNO,1,14.6,14.6,AA4J8YMJ,0.0
Patatas fritas Grandes,1,4.5,4.5,BY8FEXAC,0.0
Kahuna Burger,1,8.1,8.1,BY8FEXAC,0.0
Oklahoma Umbrella,1,7.5,7.5,BY8FEXAC,0.0
Slim Combo (Para 1),1,11.9,11.9,BY8FEXAC,0.0
Sweet Home Benidorm,1,12.3,12.3,BY8FEXAC,0.0
Sweet Home Madrid,2,12.7,25.4,MADJSZUR,0.0
Sprite lata 330ml.,1,1.9,1.9,MADJSZUR,0.0
Boniato frito pequeño,2,3.5,7.0,57BF1,0.0
Charles Wells,3,8.7,26.1,57BF1,0.0
Patatas fritas Pequeñas,1,2.5,2.5,57BF1,0.0
Monchi Meal (Para 2),1,23.8,23.8,56FC0,0.0
Perla Negra,4,14.3,57.2,5B906,0.0
Chicken Tenders,1,7.7,7.7,5B906,0.0
Tequeños,1,9.9,9.9,5B906,0.0
Charles Wells,1,8.3,8.3,C45C8,0.0
Patatas fritas Pequeñas,1,2.5,2.5,C45C8,0.0
Chicken Tenders,1,7.6,7.6,74428,0.0
Kahuna Burger,1,8.1,8.1,74428,0.0
Sweet Home Alicante,1,12.3,12.3,74428,0.0
Patatas fritas Grandes,1,4.5,4.5,74428,0.0
Oklahoma Umbrella,1,7.5,7.5,137565888,0.0
Vegan Lisa Marie,1,10.9,10.9,137565888,0.0
Slim Combo (Para 1),2,11.9,23.8,MEL1F8QK,0.0
Sweet Home Madrid,2,12.7,25.4,768771109,0.0
Patatas fritas L,1,4.5,4.5,768771109,0.0
El Pelirrojo Jimmy,1,10.7,10.7,7139E,0.0
Charles Wells,1,8.3,8.3,7139E,0.0
Tequeños,2,6.4,12.8,7139E,0.0
Patatas fritas Grandes,1,4.5,4.5,7139E,0.0
Padro,1,9.8,9.8,7139E,0.0
Burger Perla Negra,2,12.5,25.0,31BD8,0.0
Patatas Fritas,1,2.5,2.5,31BD8,0.0
Boniato frito grande,1,6.9,6.9,B6LBFRPS,0.0
Boniato frito pequeño,1,3.5,3.5,B6LBFRPS,0.0
Charles Wells,2,8.3,16.6,B6LBFRPS,0.0
Perla Negra,2,14.3,28.6,D4B63,0.0
Patatas fritas Grandes,2,4.5,9.0,MFPZGQG3,0.0
Sweet Home Madrid,2,12.7,25.4,MFPZGQG3,0.0
Alitas,1,7.2,7.2,D8935,0.0
Ned Kelly,2,10.9,21.8,D8935,0.0
Patatas Fritas,1,2.9,2.9,550C7,0.0
Burger Perla Negra,2,13.9,27.8,550C7,0.0
Burger Perla Negra,2,13.9,27.8,02834,0.0
Patatas Fritas,1,2.9,2.9,02834,0.0
Tequeños (4 Uds.),1,6.5,6.5,02834,0.0
Patatas Fritas,2,2.5,5.0,1D2C3,0.0
Burger Perla Negra,2,12.5,25.0,1D2C3,0.0
Oklahoma Umbrella,1,7.5,7.5,0ACD6,0.0
Patatas fritas Pequeñas,1,2.5,2.5,0ACD6,0.0
Salsa X,1,1.5,1.5,BFF92,0.0
Oklahoma Umbrella,1,7.5,7.5,BFF92,0.0
Sweet Home Alicante,1,12.3,12.3,BFF92,0.0
Patatas fritas Pequeñas,1,2.5,2.5,BFF92,0.0
Ned Kelly,1,10.9,10.9,BB5AA,0.0
Patatas fritas Grandes,1,4.5,4.5,BB5AA,0.0
Sweet Home Alicante,2,12.3,24.6,BB5AA,0.0
Burger Perla Negra,2,12.5,25.0,AE78D,0.0
Kahuna Burger,2,8.1,16.2,BXPAGU1G,0.0
Boniato frito pequeño,1,3.5,3.5,BXPAGU1G,0.0
Charles Wells,1,8.3,8.3,BXPAGU1G,0.0
Patatas fritas Grandes,1,4.5,4.5,BXPAGU1G,0.0
Sweet Home Alicante,2,12.3,24.6,768789990,0.0
Patatas fritas L,1,4.5,4.5,768789990,0.0
Hamburguesa cheesebacon,3,12.5,37.5,B5E1K9KM,0.0
El Pelirrojo Jimmy,1,10.7,10.7,DE707,0.0
Slim Combo (para 1),2,11.9,23.8,DE707,0.0
Kahuna Burger,2,8.5,17.0,MEQFB1MJ,0.0
Charles Wells,2,8.7,17.4,MEQFB1MJ,0.0
Boniato frito pequeño,1,3.5,3.5,MEQFB1MJ,0.0
Patatas fritas Grandes,2,4.5,9.0,MEQFB1MJ,0.0
Sweet Home Madrid,6,12.7,76.2,MEQFB1MJ,0.0
Monchi Meal (Para 2),1,23.8,23.8,7F935,0.0
Kahuna Burger,1,8.1,8.1,24C55,0.0
Patatas fritas Grandes,1,4.5,4.5,24C55,0.0
Sweet Home Alicante,1,12.3,12.3,24C55,0.0
Slim Combo (para 1),1,11.9,11.9,61121,0.0
Patatas fritas L,1,4.5,4.5,768789457,0.0
El Pelirojo Jimmy,1,10.7,10.7,768789457,0.0
Sweet Home Sanvi,1,12.3,12.3,768789457,0.0
Sweet Home Madrid,2,12.7,25.4,M1FAR1PV,0.0
Patatas fritas Grandes,2,4.5,9.0,M1FAR1PV,0.0
Burger Perla Negra,2,12.5,25.0,FADD3,0.0
Burger Perla Negra,2,13.9,27.8,59736,0.0
Patatas Fritas,2,2.9,5.8,59736,0.0
Tequeños (4 Uds.),1,6.5,6.5,59736,0.0
Boniato frito pequeño,1,3.5,3.5,8BBE6,0.0
Patatas fritas Grandes,1,4.5,4.5,8BBE6,0.0
Charles Wells,1,8.3,8.3,8BBE6,0.0
El Honesto Mike,1,12.3,12.3,8BBE6,0.0
Kahuna Burger,1,8.1,8.1,205EE,0.0
Monchi Meal (Para 2),1,23.8,23.8,E7D54,0.0
Sweet Home Madrid,2,12.7,25.4,MJXAG9RB,0.0
Tequeños,1,6.4,6.4,MJXAG9RB,0.0
Nestea Té Negro Limón lata 330ml.,1,1.9,1.9,MJXAG9RB,0.0
Coca-Cola Zero Azúcar lata 330ml.,1,1.9,1.9,MJXAG9RB,0.0
Sweet Home Madrid,2,12.7,25.4,MKQQKH5E,0.0
Patatas fritas Grandes,2,4.5,9.0,MKQQKH5E,0.0
Perla Negra,2,14.3,28.6,3E8CB,0.0
Burger Perla Negra,2,13.9,27.8,3C4EC,0.0
Tequeños,1,6.4,6.4,CC77A,0.0
El Honesto Mike,1,12.3,12.3,CC77A,0.0
Patatas fritas Pequeñas,1,2.5,2.5,CC77A,0.0
Slim Combo (Para 1),2,11.9,23.8,MLA3M7LX,0.0
Patatas fritas Grandes,1,4.5,4.5,4E884,0.0
Patatas fritas Pequeñas,1,2.5,2.5,4E884,0.0
Ned Kelly,2,11.4,22.8,4E884,0.0
Slim Combo (Para 1),2,11.9,23.8,MPSGZN5G,0.0
Slim Combo (Para 1),2,11.9,23.8,ME21DDRJ,0.0
Sweet Home Madrid,2,12.7,25.4,ME21DDRJ,0.0
Padro,2,9.8,19.6,735C5,0.0
Oklahoma Umbrella,1,7.5,7.5,735C5,0.0
Patatas fritas Pequeñas,1,2.5,2.5,735C5,0.0
Charles Wells,1,8.7,8.7,0092B,0.0
Nestea Té Negro Limón lata 330ml.,1,1.9,1.9,0092B,0.0
Slim Combo (Para 1),1,11.9,11.9,0092B,0.0
Sweet Home Madrid,2,12.7,25.4,MFBVLFUB,0.0
Patatas fritas Grandes,2,4.5,9.0,MFBVLFUB,0.0
Sweet Home Madrid,2,12.7,25.4,MNXUYEB1,0.0
El Honesto Mike,1,12.7,12.7,M1UGLBBJ,0.0
Patatas fritas Grandes,2,4.5,9.0,M1UGLBBJ,0.0
Burger Perla Negra,2,12.5,25.0,4EF72,0.0
Patatas Fritas,1,2.5,2.5,4EF72,0.0
Burger Perla Negra,2,13.9,27.8,B3207,0.0
Monchi Meal (Para 2),1,23.8,23.8,2DF3C,0.0
Patatas fritas Grandes,2,4.5,9.0,91CCA,0.0
Sweet Home Sanvi,1,12.3,12.3,91CCA,0.0
Padro,1,9.8,9.8,91CCA,0.0
Sweet Home Sanvi,1,12.3,12.3,6C04C,0.0
Patatas fritas Pequeñas,1,2.5,2.5,6C04C,0.0
Chicken Tenders,1,7.6,7.6,6C04C,0.0
